binary-trees,fannkuch-redux,fasta,k-nucleotide,mandelbrot,n-body,regex-redux,reverse-complement,spectral-norm
39.73391318321228,70.95749640464783,8.780795812606812,52.14997100830078,4.085975408554077,16.85362410545349,10.682973623275757,4.417158603668213,10.147369861602783
39.645891427993774,71.20738244056702,8.826648235321045,52.69128918647766,4.142408609390259,16.472474575042725,10.718640804290771,4.520526647567749,10.164324283599854
39.17927813529968,70.68251323699951,8.815325260162354,51.692235469818115,4.124727010726929,16.482452392578125,10.696107387542725,4.7964396476745605,10.163435459136963
39.7162230014801,70.0859386920929,8.785205841064453,53.89927077293396,4.060044765472412,16.782671689987183,10.689594030380249,4.557759761810303,10.161685466766357
38.89287567138672,70.60200071334839,8.789342403411865,53.32713580131531,4.0255255699157715,17.872249841690063,10.657349824905396,4.6490490436553955,10.158287525177002
40.53710603713989,70.93936562538147,8.782410144805908,53.38898825645447,4.128813743591309,17.458646059036255,10.663699865341187,4.55401086807251,10.163422107696533
39.596102476119995,69.99345064163208,8.827979326248169,53.12725830078125,4.192829132080078,16.50182056427002,10.87578296661377,4.516517639160156,10.156298398971558
39.47725486755371,69.81265330314636,8.827431917190552,53.51960635185242,4.081697463989258,16.193007946014404,10.68656039237976,4.461499452590942,10.14815378189087
41.18723201751709,71.39792966842651,8.821847200393677,54.13046360015869,4.161413192749023,17.547430753707886,10.919095754623413,4.5615997314453125,10.155126333236694
39.72116255760193,70.99401044845581,8.831777095794678,52.47050189971924,4.117561101913452,17.76229238510132,10.647669553756714,4.506304740905762,10.16445255279541
38.821064472198486,71.33124876022339,8.818299770355225,52.531431674957275,4.154046297073364,17.08616805076599,10.66641902923584,4.5949695110321045,10.158592939376831
39.36075496673584,70.71054816246033,8.812576293945312,52.75101041793823,4.043417453765869,18.149842262268066,10.683146715164185,4.574013948440552,10.143717765808105
40.420856952667236,71.14191818237305,8.816452980041504,52.223755836486816,4.136316299438477,16.504331827163696,10.981573343276978,4.447275876998901,10.159261703491211
38.94666028022766,71.15849447250366,8.813021659851074,53.39637899398804,4.043223142623901,16.760531902313232,10.741309881210327,4.655118465423584,10.180912017822266
39.3446946144104,70.08058786392212,8.776645183563232,54.568771839141846,4.136673212051392,16.342037200927734,10.632718801498413,4.5608696937561035,10.161376237869263
40.164692401885986,71.28892016410828,8.823642015457153,53.62018823623657,4.354101181030273,17.179723024368286,10.671435117721558,4.845572233200073,10.162838220596313
39.67391324043274,71.1120240688324,8.821356773376465,53.77188277244568,4.533997297286987,17.94131565093994,10.743780374526978,4.735612869262695,10.163173913955688
39.759814977645874,71.4098448753357,8.818205833435059,52.407493352890015,4.058808326721191,16.5597882270813,10.712401628494263,4.526752471923828,10.15964937210083
39.78597092628479,71.32121181488037,8.797160387039185,52.43172907829285,4.225479364395142,16.676079511642456,10.68892765045166,4.647920608520508,10.168004512786865
40.05079531669617,70.8367919921875,8.828898906707764,51.954248666763306,4.086491346359253,16.713468074798584,10.643626689910889,4.551356315612793,10.177486658096313
40.30208158493042,70.51393055915833,8.817997694015503,52.934006690979004,4.0074803829193115,16.615801334381104,10.91546368598938,4.385850667953491,10.159940958023071
40.38925647735596,71.11924886703491,8.82939600944519,53.40147876739502,4.1620707511901855,17.27887201309204,10.6250159740448,4.4607014656066895,10.167782068252563
39.5378680229187,70.47840118408203,8.834615230560303,51.96053385734558,4.466745615005493,17.361583948135376,10.625521421432495,4.672628402709961,10.160814046859741
39.547571897506714,71.85455656051636,8.829982995986938,52.06341290473938,4.241274356842041,17.675830841064453,10.616086721420288,4.5109336376190186,10.163979530334473
39.10095500946045,70.75159001350403,8.78928279876709,54.266765117645264,4.121264219284058,16.42153024673462,10.643587350845337,4.4749627113342285,10.150229215621948
40.11969828605652,70.79439210891724,8.793049097061157,53.6990532875061,4.105453968048096,16.954410076141357,10.708153247833252,4.401052951812744,10.177680015563965
40.41807460784912,70.73035264015198,8.798811912536621,53.49995303153992,4.059036493301392,16.885897159576416,10.660183668136597,4.569674968719482,10.145715713500977
38.09894776344299,71.13360810279846,8.823164701461792,53.47666835784912,4.370167255401611,16.611595630645752,10.819693803787231,4.655381202697754,10.158475637435913
39.70837926864624,71.41604351997375,8.790258169174194,52.718708753585815,4.50842547416687,16.31000804901123,10.659112930297852,4.5870959758758545,10.145555019378662
39.35997152328491,71.11024808883667,8.821657657623291,53.737037658691406,4.026079416275024,18.99548864364624,10.630940198898315,4.468458652496338,10.150048017501831
39.044402837753296,71.18941926956177,8.826623916625977,53.15017819404602,4.0481202602386475,16.33046317100525,10.601833581924438,4.737316846847534,10.153355598449707
41.478211402893066,70.30525994300842,8.823366403579712,52.674625635147095,4.149688720703125,16.488786697387695,10.637849569320679,4.517781019210815,10.152155876159668
39.652804374694824,71.41186571121216,8.804832220077515,52.46999001502991,4.0293073654174805,16.818326950073242,10.638051509857178,4.532348871231079,10.177253723144531
40.22952318191528,71.10321927070618,8.777936220169067,54.34770655632019,4.146698713302612,16.29628348350525,10.62892198562622,4.471982717514038,10.144116401672363
40.29492902755737,71.10573434829712,8.804906845092773,52.530991554260254,4.065935134887695,16.791038036346436,10.691445589065552,4.604377269744873,10.156753778457642
40.57188940048218,71.05281734466553,8.933727502822876,53.66214060783386,4.094983816146851,19.122718334197998,10.720206022262573,4.6273112297058105,10.152231454849243
38.8991014957428,71.07458448410034,8.819082498550415,52.15261173248291,4.191622495651245,16.67835760116577,10.749448299407959,4.572474479675293,10.165480375289917
39.61264419555664,70.77103924751282,8.830145597457886,52.95143127441406,4.1101768016815186,16.742213487625122,10.674262523651123,4.761440992355347,10.163234233856201
38.87935543060303,70.43916702270508,8.81353497505188,54.1347336769104,4.4728782176971436,16.531721115112305,10.669554948806763,4.524762153625488,10.151365518569946
40.07655596733093,71.29373455047607,8.822364807128906,53.80602216720581,4.163411378860474,16.658429861068726,10.723045587539673,4.738667726516724,10.144753694534302
40.02887153625488,69.99672269821167,8.807454109191895,52.700610876083374,4.039361238479614,16.49155354499817,10.919454574584961,4.6642067432403564,10.14660120010376
39.09408497810364,70.48432302474976,8.822985410690308,54.322707414627075,4.578787326812744,16.484939098358154,10.69193720817566,4.535180568695068,10.153749942779541
38.38987994194031,70.08392548561096,8.825417280197144,53.097585916519165,4.408576250076294,18.185677528381348,10.69522762298584,4.633484125137329,10.153286457061768
38.84765839576721,70.49353170394897,8.815051555633545,52.11797761917114,4.104414939880371,17.77262544631958,10.68552303314209,4.613109350204468,10.154603958129883
39.03859567642212,71.06089448928833,8.774813890457153,53.423736572265625,4.122471332550049,16.686890125274658,10.624173402786255,4.562503814697266,10.148498296737671
40.27949047088623,71.1004912853241,8.82289981842041,53.05976605415344,4.158688068389893,16.324769258499146,10.632470846176147,4.611804485321045,10.162741661071777
39.3694589138031,71.19209027290344,8.844796180725098,52.58835959434509,4.022914886474609,16.863431692123413,10.641144514083862,4.689917087554932,10.152251482009888
39.03576350212097,70.22696685791016,8.826117277145386,51.93838095664978,4.003443002700806,16.430793046951294,10.634696006774902,4.541730642318726,10.167104482650757
39.81207799911499,71.1106014251709,8.820452451705933,52.91598463058472,4.2845458984375,16.37381148338318,10.662346601486206,4.445807933807373,10.146074771881104
39.24528169631958,71.16662979125977,8.8149995803833,53.50581622123718,4.031525373458862,16.311978578567505,11.04785704612732,4.523468255996704,10.15990400314331
39.892940044403076,71.12166142463684,8.825139284133911,54.81525707244873,4.118597030639648,17.659063577651978,10.647535562515259,4.6267454624176025,10.149657964706421
39.673094749450684,71.07327556610107,8.828282356262207,51.67031741142273,4.079857349395752,18.338815212249756,11.222379922866821,4.768835544586182,10.24677300453186
38.15430426597595,70.672123670578,8.827451467514038,52.3373339176178,4.120194435119629,17.00191831588745,10.651396751403809,4.764503002166748,10.151439189910889
38.827651500701904,70.91802167892456,8.790598154067993,52.58098363876343,4.064081192016602,16.403563737869263,10.642231464385986,4.816665172576904,10.149855136871338
40.616190671920776,71.0562539100647,8.824481010437012,54.30308246612549,4.029134511947632,18.01759648323059,10.663781881332397,4.704995155334473,10.158826112747192
39.408711194992065,71.08948469161987,8.843785047531128,52.137919902801514,4.178912878036499,16.153596878051758,10.623789072036743,4.574044227600098,10.168100595474243
40.346627712249756,71.46474480628967,8.809813261032104,53.19365859031677,4.08770489692688,16.374730348587036,10.674037456512451,4.510279655456543,10.163585424423218
41.363648414611816,71.03822183609009,8.799723148345947,53.4630012512207,4.055247783660889,17.36874032020569,10.733097314834595,4.586759090423584,10.163266897201538
39.20871305465698,71.0469446182251,8.778551816940308,53.18324685096741,4.1704065799713135,18.152047634124756,10.68999719619751,4.595012426376343,10.164443731307983
40.99013066291809,71.11976075172424,8.809655904769897,53.420369386672974,4.091376543045044,16.954939365386963,11.228899717330933,4.771323204040527,10.156638860702515
39.482661485672,71.03261590003967,8.818095207214355,53.60486936569214,4.102828502655029,17.56738305091858,10.69680118560791,4.551883697509766,10.14502477645874
40.0800416469574,70.99817752838135,8.790292501449585,52.74104285240173,4.014932632446289,16.888935327529907,10.888558864593506,4.544527530670166,10.14686107635498
39.81243634223938,71.1132459640503,8.815770626068115,54.32715845108032,4.149635314941406,17.242176055908203,10.65948224067688,4.633841514587402,10.143291473388672
41.35012936592102,70.60143089294434,8.814013242721558,53.4007043838501,4.100436210632324,17.368722438812256,10.688620805740356,4.633410692214966,10.158053636550903
38.80992150306702,70.48936629295349,8.821545124053955,52.53972029685974,4.075159549713135,16.213038444519043,10.728883743286133,4.380150079727173,10.15324354171753
39.52302122116089,70.5833432674408,8.828712940216064,54.619887351989746,4.092375755310059,16.87542724609375,10.734693765640259,4.6330530643463135,10.144715547561646
40.789578914642334,71.07558083534241,8.807712316513062,53.34453248977661,4.2250449657440186,16.814979553222656,10.848973274230957,4.409367084503174,10.151898622512817
40.26877951622009,71.06891751289368,8.834996461868286,52.03063654899597,4.069403648376465,17.044007062911987,10.964412450790405,4.6498377323150635,10.147322416305542
40.16147828102112,71.12478494644165,8.841686487197876,53.06469774246216,4.05531644821167,17.40661358833313,10.65089750289917,4.47741174697876,10.161311149597168
39.72443962097168,71.09881520271301,8.787786483764648,53.00587868690491,4.003538370132446,16.389458656311035,10.680307149887085,4.779233455657959,10.146697759628296
38.62893581390381,71.09366774559021,8.776013374328613,52.73216772079468,4.037613391876221,17.20011329650879,11.204396963119507,4.517339706420898,10.144736766815186
40.218674659729004,71.45054125785828,8.803499221801758,52.892204999923706,4.3053905963897705,17.49198031425476,10.725924730300903,4.506357669830322,10.149113655090332
39.46283149719238,71.00124788284302,8.825922966003418,52.641724586486816,4.124082088470459,17.252134561538696,10.6899573802948,4.462228775024414,10.159373044967651
39.144633293151855,71.41935420036316,8.840771913528442,55.00656867027283,4.0862555503845215,19.06133794784546,10.895391702651978,4.578536748886108,10.162219285964966
39.646575689315796,70.97252202033997,8.821807146072388,56.99681091308594,4.0785980224609375,16.638620853424072,10.727683544158936,4.499797582626343,10.154407024383545
39.421064615249634,70.87333178520203,8.801770210266113,52.88422393798828,4.0608391761779785,17.326617002487183,10.747625589370728,4.4845356941223145,10.14915657043457
39.92675709724426,71.06304121017456,8.82250690460205,52.23297166824341,4.056860446929932,16.60025405883789,10.672199010848999,4.7285401821136475,10.150790214538574
39.7029812335968,70.81686854362488,8.787462711334229,51.68171310424805,4.1056976318359375,17.092933177947998,10.705991744995117,4.570933818817139,10.156595468521118
39.57604360580444,71.05719518661499,8.772000312805176,53.37696599960327,4.133133888244629,16.316789388656616,10.678656816482544,4.485004663467407,10.173471689224243
38.74716114997864,71.20023393630981,8.796130180358887,52.28624510765076,4.172461271286011,16.33764410018921,10.697302103042603,4.552384853363037,10.166018962860107
39.52142596244812,70.79534888267517,8.815165758132935,52.686060190200806,4.154627561569214,17.60884952545166,10.739598274230957,4.561159133911133,10.163599252700806
39.03624725341797,70.12671208381653,8.81360149383545,52.92430877685547,4.080919981002808,17.638365030288696,10.833383798599243,4.611973285675049,10.149447202682495
39.28814935684204,70.23037433624268,8.830678939819336,53.312745571136475,4.031296014785767,17.644237756729126,10.847002744674683,4.582245588302612,10.155555963516235
39.505876302719116,71.04887843132019,8.771939992904663,52.85345530509949,4.522068738937378,16.965150356292725,10.615494728088379,4.554131984710693,10.167184591293335
39.81395745277405,71.42566251754761,8.820060968399048,51.768675327301025,4.366002082824707,17.200559854507446,10.743322849273682,4.611246347427368,10.142802715301514
39.92143964767456,71.44616913795471,8.875150680541992,52.86238884925842,4.144979476928711,16.90463948249817,10.963102102279663,4.6732635498046875,10.156561851501465
38.52970552444458,71.11559557914734,8.830888509750366,52.87648129463196,4.055432319641113,16.236115217208862,10.852387428283691,4.618364095687866,10.152528285980225
40.734806537628174,70.94465351104736,8.780243873596191,52.721803188323975,4.025540828704834,18.764492988586426,11.125394821166992,4.79009222984314,10.164051294326782
40.99740481376648,71.11937165260315,8.766698122024536,53.195794105529785,4.097874164581299,16.600393772125244,10.656222820281982,4.613614797592163,10.162201166152954
38.63535189628601,71.19083189964294,8.82658076286316,52.58981990814209,4.473528146743774,16.55235505104065,10.697365522384644,4.462109088897705,10.175775051116943
38.87988638877869,71.03091073036194,8.80953073501587,53.54341149330139,4.0234105587005615,17.17561650276184,10.598210334777832,4.52259635925293,10.154428482055664
38.915560245513916,70.53550410270691,8.822130680084229,52.06288266181946,4.0919928550720215,16.679685592651367,10.615424633026123,4.746387243270874,10.146943092346191
39.424010276794434,71.06384778022766,8.823091983795166,53.681655168533325,4.088532447814941,16.780401706695557,10.638880729675293,4.55668568611145,10.1629056930542
39.168455362319946,69.78406524658203,8.799136877059937,52.5385365486145,4.263341903686523,16.256097078323364,10.70391583442688,4.392094373703003,10.16122031211853
38.83878207206726,71.10220742225647,8.801501750946045,54.08047604560852,4.072427272796631,16.735213041305542,10.682590246200562,4.478121280670166,10.160257577896118
39.829134464263916,71.02948260307312,8.785025119781494,54.295767307281494,4.046096324920654,17.875842571258545,11.03313136100769,4.548989772796631,10.207630634307861
38.47730731964111,71.11871123313904,8.780024766921997,53.888044357299805,4.034935712814331,16.73637294769287,10.662709712982178,4.562560081481934,10.155022144317627
39.274720430374146,69.95049452781677,8.770849704742432,53.33127570152283,4.289813041687012,16.91597604751587,10.70628809928894,4.5905067920684814,10.165102481842041
39.72113609313965,70.50167679786682,8.777780055999756,52.653522968292236,4.112122535705566,16.481823682785034,10.724060535430908,4.47689414024353,10.173510313034058
39.46000552177429,70.58582735061646,8.78984260559082,53.66577172279358,4.101221323013306,17.291101694107056,10.660507917404175,4.5776283740997314,10.150931119918823
38.732255697250366,70.8598985671997,8.822747945785522,53.66838264465332,4.126725673675537,16.87572741508484,10.656325578689575,4.565379619598389,10.219282627105713
