binary-trees,binary-trees-closed,chameneos-redux,fannkuch-redux,fasta,k-nucleotide,mandelbrot,n-body,pidigits,reverse-complement,spectral-norm
1.9559814929962158,0.008199930191040039,0.6509578227996826,2.3491415977478027,1.6136372089385986,7.610296010971069,0.27541112899780273,6.0820441246032715,1.5905816555023193,0.7038698196411133,0.18329596519470215
1.9319863319396973,0.008613348007202148,0.634239912033081,2.3463878631591797,1.6185729503631592,7.326866626739502,0.269101619720459,6.041394948959351,1.5849559307098389,0.7024588584899902,0.20738792419433594
1.7589366436004639,0.008873701095581055,0.6561360359191895,2.3565895557403564,1.6125199794769287,7.132470607757568,0.26619601249694824,6.036579370498657,1.5836944580078125,0.7043850421905518,0.16031932830810547
1.7476344108581543,0.008353948593139648,0.6310033798217773,2.3184659481048584,1.631767988204956,7.284747838973999,0.2741982936859131,6.0384135246276855,1.5863878726959229,0.6974599361419678,0.23839712142944336
1.7529313564300537,0.008292913436889648,0.6584727764129639,2.3314971923828125,1.615973949432373,7.31984543800354,0.28340864181518555,6.028273582458496,1.5854380130767822,0.6963050365447998,0.1986391544342041
1.9468960762023926,0.008462905883789062,0.6355557441711426,2.353890895843506,1.6337847709655762,7.336205005645752,0.30001044273376465,6.0351479053497314,1.5879333019256592,0.6990706920623779,0.20796728134155273
2.052708625793457,0.008753061294555664,0.6266524791717529,2.36540150642395,1.6415467262268066,7.3226072788238525,0.2669692039489746,6.1507487297058105,1.5932378768920898,0.6979033946990967,0.23304295539855957
1.7698397636413574,0.008689641952514648,0.6537370681762695,2.393327236175537,1.654226541519165,7.500436544418335,0.29970288276672363,6.028468608856201,1.5850424766540527,0.700509786605835,0.1815352439880371
1.949281930923462,0.008723258972167969,0.6373386383056641,2.433563709259033,1.610208511352539,7.062560319900513,0.2920563220977783,6.037018060684204,1.5880522727966309,0.6973123550415039,0.2388298511505127
1.7677111625671387,0.00862431526184082,0.614288330078125,2.3457045555114746,1.6108388900756836,7.16860032081604,0.2962005138397217,6.03138542175293,1.5860576629638672,0.7015225887298584,0.19455766677856445
1.7410502433776855,0.008844852447509766,0.6432099342346191,2.3306994438171387,1.6084141731262207,7.37382960319519,0.29111409187316895,6.027146577835083,1.585428237915039,0.6993029117584229,0.2216198444366455
1.7246558666229248,0.008624792098999023,0.6224851608276367,2.3539249897003174,1.6309058666229248,7.343705177307129,0.24597454071044922,6.028927326202393,1.5834145545959473,0.7189638614654541,0.17382097244262695
1.9318125247955322,0.00854945182800293,0.6157393455505371,2.3478338718414307,1.629500389099121,7.382522821426392,0.33608436584472656,6.079695224761963,1.5822360515594482,0.7019453048706055,0.18154668807983398
1.7461154460906982,0.008439302444458008,0.6033444404602051,2.340212106704712,1.610004186630249,7.143134832382202,0.26961803436279297,6.038244247436523,1.5851075649261475,0.6971259117126465,0.20574092864990234
1.7155580520629883,0.008818626403808594,0.6360774040222168,2.384601593017578,1.6134252548217773,7.516740798950195,0.2659287452697754,6.051848649978638,1.5836541652679443,0.7017762660980225,0.18497180938720703
1.8039517402648926,0.008731603622436523,0.5852100849151611,2.310213088989258,1.6085481643676758,7.206051826477051,0.2731640338897705,6.044713497161865,1.5851142406463623,0.6961920261383057,0.18972182273864746
2.023538112640381,0.008440732955932617,0.6656789779663086,2.3148193359375,1.5910170078277588,7.097483158111572,0.28359341621398926,6.052501678466797,1.589538335800171,0.6930797100067139,0.2506403923034668
2.052271842956543,0.008729219436645508,0.618654727935791,2.424485206604004,1.6231465339660645,7.281775951385498,0.295945405960083,6.059121370315552,1.5890576839447021,0.6951751708984375,0.21945738792419434
