binary-trees,chameneos-redux,fannkuch-redux,fasta,mandelbrot,n-body,pidigits,regex-redux,reverse-complement,spectral-norm
1.7134528160095215,3.5368759632110596,3.5697743892669678,1.2499496936798096,0.28287291526794434,6.222126483917236,1.5929419994354248,1.7033500671386719,0.5814988613128662,0.391082763671875
2.021167039871216,2.7882578372955322,3.5287506580352783,1.2496871948242188,0.2484149932861328,6.223801374435425,1.592742681503296,1.702941656112671,0.518538236618042,0.3870055675506592
1.9161288738250732,2.8078763484954834,3.5631110668182373,1.2523548603057861,0.29488587379455566,6.211069107055664,1.5946083068847656,1.6944918632507324,0.5136024951934814,0.34149599075317383
1.9739117622375488,3.1459662914276123,3.682166814804077,1.2551264762878418,0.27724123001098633,6.211333751678467,1.591639757156372,1.7297358512878418,0.5135023593902588,0.33508729934692383
1.7553226947784424,2.8535172939300537,3.553921937942505,1.2447731494903564,0.23093104362487793,6.204280376434326,1.587369441986084,1.7756891250610352,0.5352952480316162,0.33704638481140137
1.8018231391906738,2.78206205368042,3.59273624420166,1.263850212097168,0.23905324935913086,6.211804628372192,1.6070556640625,1.7398231029510498,0.5358579158782959,0.3543050289154053
1.9112677574157715,3.147372245788574,3.561826229095459,1.2551994323730469,0.28369688987731934,6.215705871582031,1.5950508117675781,1.730222463607788,0.5021355152130127,0.3770918846130371
1.9921059608459473,2.7753937244415283,3.5662763118743896,1.2540514469146729,0.23835515975952148,6.202945232391357,1.5878190994262695,1.705817699432373,0.5070178508758545,0.35991954803466797
2.0484495162963867,2.9357705116271973,3.5852417945861816,1.2432854175567627,0.2915465831756592,6.221570730209351,1.5943183898925781,1.7436518669128418,0.5287458896636963,0.38794898986816406
1.866844654083252,2.7147371768951416,3.58683443069458,1.2414276599884033,0.2331829071044922,6.214430809020996,1.5899648666381836,1.7291765213012695,0.524371862411499,0.38738083839416504
2.0236706733703613,3.076040029525757,3.6614603996276855,1.2529358863830566,0.2519683837890625,6.213647127151489,1.595374345779419,1.7285661697387695,0.5224833488464355,0.32560157775878906
1.720200538635254,3.0884411334991455,3.583315134048462,1.258772373199463,0.2483057975769043,6.211848258972168,1.592416524887085,1.6551084518432617,0.5320875644683838,0.3397836685180664
1.9497191905975342,3.007617235183716,3.604954242706299,1.2427594661712646,0.2652473449707031,6.2118918895721436,1.5985395908355713,1.6819005012512207,0.5326268672943115,0.3966503143310547
2.026346445083618,2.927666425704956,3.550037145614624,1.2497429847717285,0.24715662002563477,6.210609674453735,1.5903892517089844,1.831084966659546,0.5321693420410156,0.37018346786499023
1.9402670860290527,2.857030153274536,3.5889804363250732,1.2460081577301025,0.2556498050689697,6.204017400741577,1.5885913372039795,1.6933577060699463,0.5196630954742432,0.3364858627319336
1.6981260776519775,3.1249756813049316,3.641857624053955,1.2564568519592285,0.2645552158355713,6.211583375930786,1.596329927444458,1.6752345561981201,0.570228099822998,0.3435170650482178
1.7147936820983887,3.4983725547790527,3.5449116230010986,1.2427034378051758,0.23499536514282227,6.240116119384766,1.5913357734680176,1.6648139953613281,0.5487082004547119,0.39537525177001953
1.6753020286560059,3.4754769802093506,3.565807342529297,1.2671070098876953,0.24194812774658203,6.226360559463501,1.5964267253875732,1.6792330741882324,0.5335254669189453,0.34922289848327637
1.8510572910308838,3.276768684387207,3.5824809074401855,1.2588708400726318,0.25657081604003906,6.225383043289185,1.5927646160125732,1.7383379936218262,0.5096492767333984,0.37633728981018066
1.7299866676330566,3.317373752593994,3.5728368759155273,1.2722969055175781,0.28848695755004883,6.22521448135376,1.597193717956543,1.7568457126617432,0.5113232135772705,0.3237137794494629
1.937849521636963,3.1387341022491455,3.596428394317627,1.2500994205474854,0.294689416885376,6.22380256652832,1.595884084701538,1.728424072265625,0.5213360786437988,0.3853738307952881
1.7212865352630615,3.493858814239502,3.6364986896514893,1.2334785461425781,0.2781970500946045,6.22675895690918,1.5930960178375244,1.8053221702575684,0.5060892105102539,0.40696024894714355
1.6785480976104736,3.272106885910034,3.6134214401245117,1.2668585777282715,0.29003024101257324,6.224618196487427,1.5917248725891113,1.704242467880249,0.5292885303497314,0.3625664710998535
1.9476583003997803,3.3628733158111572,3.625607490539551,1.2569804191589355,0.27368927001953125,6.224262475967407,1.5983679294586182,1.7204687595367432,0.5148916244506836,0.3797426223754883
1.7618489265441895,3.4499521255493164,3.560995101928711,1.2575180530548096,0.23038196563720703,6.209162473678589,1.5979304313659668,1.6824214458465576,0.5763225555419922,0.3393242359161377
1.75889253616333,2.675266742706299,3.5599334239959717,1.2503337860107422,0.24809026718139648,6.2044947147369385,1.5815863609313965,1.6887586116790771,0.5756614208221436,0.3535342216491699
1.9617328643798828,3.0980618000030518,3.5371832847595215,1.2544808387756348,0.2780616283416748,6.20930814743042,1.594290018081665,1.7264025211334229,0.5055019855499268,0.34023332595825195
1.8693182468414307,3.354767322540283,3.6061007976531982,1.2664036750793457,0.2543313503265381,6.212116479873657,1.5829603672027588,1.6830711364746094,0.5086333751678467,0.3927805423736572
1.8894388675689697,2.7992007732391357,3.559644937515259,1.255821943283081,0.24360942840576172,6.211857080459595,1.5940537452697754,1.671245813369751,0.5298097133636475,0.3678622245788574
1.7292420864105225,2.8686721324920654,3.6080071926116943,1.2570972442626953,0.30585551261901855,6.203094244003296,1.588172435760498,1.6773681640625,0.5272684097290039,0.3569633960723877
2.020195960998535,3.077213764190674,3.574585199356079,1.2536652088165283,0.2550499439239502,6.205272436141968,1.5909361839294434,1.7055180072784424,0.5046555995941162,0.3534829616546631
1.764441728591919,2.9929287433624268,3.5771164894104004,1.251063585281372,0.2716803550720215,6.208729028701782,1.59212064743042,1.7078640460968018,0.5341818332672119,0.3849451541900635
1.7519152164459229,3.4915361404418945,3.576201915740967,1.2591803073883057,0.2608449459075928,6.211352348327637,1.581956148147583,1.702582836151123,0.5264196395874023,0.34475255012512207
1.6916272640228271,3.3306517601013184,3.5796308517456055,1.253006935119629,0.21495771408081055,6.215060710906982,1.5940003395080566,1.6620893478393555,0.5276637077331543,0.38950419425964355
1.8051388263702393,2.911315679550171,3.599907636642456,1.2634711265563965,0.2455132007598877,6.202839136123657,1.5930941104888916,1.7003843784332275,0.5195820331573486,0.38221311569213867
1.954871416091919,3.3780205249786377,3.5467941761016846,1.2613189220428467,0.2676825523376465,6.205248832702637,1.5925369262695312,1.6891238689422607,0.5401120185852051,0.3822822570800781
1.9180467128753662,3.4696545600891113,3.605947971343994,1.2411916255950928,0.27252936363220215,6.208205223083496,1.5901134014129639,1.7239649295806885,0.5262367725372314,0.34890246391296387
1.6973061561584473,2.7745473384857178,3.608541965484619,1.2576649188995361,0.2696819305419922,6.20435905456543,1.586946964263916,1.7164878845214844,0.5273165702819824,0.33998775482177734
1.9397082328796387,3.195000410079956,3.606125593185425,1.24098539352417,0.24094271659851074,6.236109256744385,1.5944457054138184,1.6643426418304443,0.5215651988983154,0.345656156539917
