binary-trees,chameneos-redux,fannkuch-redux,fasta,mandelbrot,n-body,pidigits,regex-redux,reverse-complement,spectral-norm
1.9340064525604248,3.424503803253174,3.5674750804901123,1.2579383850097656,0.2422044277191162,6.204782724380493,1.5909185409545898,1.7046875953674316,0.5152194499969482,0.3591892719268799
1.7320010662078857,3.123203992843628,3.5885884761810303,1.2660200595855713,0.2558915615081787,6.215180397033691,1.5946440696716309,1.7821667194366455,0.5182809829711914,0.35112428665161133
1.8716933727264404,3.1262285709381104,3.5554614067077637,1.2738888263702393,0.2777388095855713,6.210193634033203,1.5948643684387207,1.6708474159240723,0.5974977016448975,0.3450052738189697
1.934654712677002,2.725874662399292,3.608266830444336,1.253631353378296,0.3055143356323242,6.213901042938232,1.5935070514678955,1.716736078262329,0.5122230052947998,0.3520033359527588
1.7286949157714844,2.7000584602355957,3.5918447971343994,1.2624671459197998,0.28925323486328125,6.213414192199707,1.5956361293792725,1.7939119338989258,0.5140819549560547,0.35006165504455566
1.764272928237915,2.7519946098327637,3.592078685760498,1.2452590465545654,0.28572511672973633,6.2146220207214355,1.5948145389556885,1.668339490890503,0.5253665447235107,0.38153600692749023
1.9258649349212646,3.3231027126312256,3.590184211730957,1.2569537162780762,0.25386738777160645,6.204751014709473,1.5941941738128662,1.6725080013275146,0.5145316123962402,0.3148207664489746
1.7200124263763428,3.1788713932037354,3.6292269229888916,1.2568070888519287,0.23749136924743652,6.2034218311309814,1.5936696529388428,1.8121058940887451,0.5160815715789795,0.34403562545776367
1.74257493019104,2.888796091079712,3.5847508907318115,1.2522802352905273,0.2635064125061035,6.204464435577393,1.5894155502319336,1.713615894317627,0.5030038356781006,0.32555174827575684
1.9495632648468018,3.2374536991119385,3.560598850250244,1.2473809719085693,0.2469778060913086,6.213833570480347,1.594712257385254,1.8175036907196045,0.50569748878479,0.3815324306488037
1.760545015335083,2.886456251144409,3.61688494682312,1.2664592266082764,0.2644782066345215,6.20483660697937,1.5867462158203125,1.6808476448059082,0.5644886493682861,0.3283379077911377
1.932267427444458,3.1391842365264893,3.658806562423706,1.2520740032196045,0.2796316146850586,6.214480400085449,1.5860404968261719,1.7258598804473877,0.5185596942901611,0.34386754035949707
1.7029411792755127,2.6708009243011475,3.5756688117980957,1.2554397583007812,0.25022387504577637,6.216022729873657,1.5933985710144043,1.666260004043579,0.5152335166931152,0.3240227699279785
1.9121034145355225,2.670897960662842,3.5844695568084717,1.232637643814087,0.2940080165863037,6.210739850997925,1.5949597358703613,1.717017412185669,0.5859191417694092,0.4016726016998291
1.9376928806304932,2.8916430473327637,3.604936122894287,1.2455403804779053,0.2690310478210449,6.2095818519592285,1.593994379043579,1.6972930431365967,0.5177669525146484,0.33195924758911133
1.9184355735778809,3.339768648147583,3.6153275966644287,1.2519638538360596,0.25182080268859863,6.209519386291504,1.591778039932251,1.6878125667572021,0.5308058261871338,0.3284304141998291
1.9143059253692627,2.9377434253692627,3.597991704940796,1.2552947998046875,0.2595374584197998,6.2107343673706055,1.5956358909606934,1.7458882331848145,0.5142214298248291,0.3482353687286377
1.9497427940368652,3.0584588050842285,3.581310749053955,1.2414329051971436,0.2529878616333008,6.2144739627838135,1.5980143547058105,1.6776881217956543,0.50478196144104,0.3575632572174072
1.696413278579712,2.745124101638794,3.5699949264526367,1.2640700340270996,0.27616262435913086,6.210432291030884,1.5968456268310547,1.8049776554107666,0.5249052047729492,0.3445110321044922
1.9433367252349854,2.9428539276123047,3.5409140586853027,1.2624790668487549,0.28096580505371094,6.207552194595337,1.5961205959320068,1.7337799072265625,0.5272846221923828,0.3423435688018799
1.9750127792358398,3.4190118312835693,3.5640554428100586,1.2536566257476807,0.26601696014404297,6.210994243621826,1.5977826118469238,1.7126736640930176,0.5175604820251465,0.34359049797058105
1.9583356380462646,2.809999704360962,3.5976691246032715,1.2533984184265137,0.25573158264160156,6.207557201385498,1.5903964042663574,1.6840901374816895,0.5140862464904785,0.3403751850128174
1.7323980331420898,3.3647427558898926,3.6075515747070312,1.251105546951294,0.2543489933013916,6.205802917480469,1.588653802871704,1.705794095993042,0.5121605396270752,0.3444993495941162
1.9209792613983154,3.3449172973632812,3.529093027114868,1.2521557807922363,0.2540621757507324,6.2135374546051025,1.5914461612701416,1.7382302284240723,0.5100448131561279,0.3569974899291992
1.759390115737915,2.7546000480651855,3.5800909996032715,1.2534525394439697,0.26120495796203613,6.212461471557617,1.593634843826294,1.7129521369934082,0.49866390228271484,0.39087414741516113
1.7514057159423828,2.9369664192199707,3.606051445007324,1.2770817279815674,0.2783393859863281,6.213911294937134,1.5903818607330322,1.740121841430664,0.5224356651306152,0.3325924873352051
1.7681007385253906,2.811091661453247,3.5407443046569824,1.2531805038452148,0.27762627601623535,6.203151226043701,1.587653636932373,1.7117218971252441,0.5273597240447998,0.3427462577819824
1.7720038890838623,3.42032527923584,3.5294806957244873,1.2477858066558838,0.2552683353424072,6.206738710403442,1.5872576236724854,1.718095064163208,0.5054795742034912,0.3420679569244385
1.7103214263916016,3.2566940784454346,3.5820302963256836,1.2526359558105469,0.2638065814971924,6.2014501094818115,1.5832617282867432,1.7283241748809814,0.507941722869873,0.3301422595977783
1.7533037662506104,3.2795968055725098,3.5979115962982178,1.2546272277832031,0.2638726234436035,6.208616018295288,1.589601993560791,1.7301771640777588,0.5314335823059082,0.3800933361053467
1.7459666728973389,3.3736042976379395,3.5826237201690674,1.2573938369750977,0.29162001609802246,6.216126918792725,1.5978131294250488,1.7844116687774658,0.5133230686187744,0.38958191871643066
1.949596881866455,2.823209762573242,3.723292350769043,1.2520232200622559,0.2965409755706787,6.20858359336853,1.5959866046905518,1.7671842575073242,0.5374395847320557,0.36181020736694336
1.7450826168060303,3.4945788383483887,3.587064027786255,1.248438835144043,0.24792957305908203,6.213928699493408,1.5964634418487549,1.6600282192230225,0.5332365036010742,0.3874819278717041
1.9358131885528564,2.8568668365478516,3.600644826889038,1.2611801624298096,0.23698091506958008,6.215598821640015,1.5929367542266846,1.6843130588531494,0.5173947811126709,0.3778867721557617
1.725050449371338,2.6789119243621826,3.586153745651245,1.2499799728393555,0.25763416290283203,6.212520122528076,1.595712661743164,1.708451509475708,0.5109078884124756,0.3859975337982178
1.9553258419036865,2.815479040145874,3.6047730445861816,1.2677490711212158,0.2744584083557129,6.209468364715576,1.58953857421875,1.7335498332977295,0.5082404613494873,0.33117079734802246
1.9442448616027832,2.7837960720062256,3.5774269104003906,1.2584497928619385,0.281679630279541,6.215674161911011,1.5960273742675781,1.6556963920593262,0.5122449398040771,0.3775932788848877
1.8564023971557617,2.8041250705718994,3.5528295040130615,1.2469408512115479,0.25034594535827637,6.237649202346802,1.6010639667510986,1.7069153785705566,0.5859665870666504,0.3839740753173828
1.8818004131317139,2.9919352531433105,3.5778324604034424,1.2554311752319336,0.24042868614196777,6.2290661334991455,1.5962731838226318,1.705005407333374,0.5825529098510742,0.37546753883361816
2.0524189472198486,3.5968639850616455,3.6296749114990234,1.2818174362182617,0.2647409439086914,6.212065696716309,1.5897889137268066,1.7049481868743896,0.5118474960327148,0.3778047561645508
2.042227029800415,3.2999062538146973,3.5634827613830566,1.2534024715423584,0.27502965927124023,6.210942506790161,1.6003122329711914,1.6826283931732178,0.5183942317962646,0.39471960067749023
1.7669456005096436,3.4912307262420654,3.539681911468506,1.2584667205810547,0.27994632720947266,6.214712381362915,1.5990829467773438,1.7792325019836426,0.5172731876373291,0.36090850830078125
1.8550047874450684,2.9285330772399902,3.5833096504211426,1.248464584350586,0.28127098083496094,6.213900089263916,1.591379165649414,1.6932969093322754,0.5183348655700684,0.36066269874572754
1.7033379077911377,2.9936091899871826,3.596486806869507,1.2699332237243652,0.27080368995666504,6.209538459777832,1.5879735946655273,1.719623327255249,0.5018036365509033,0.3472895622253418
1.9364252090454102,3.1975836753845215,3.5678000450134277,1.2435579299926758,0.28228759765625,6.215670585632324,1.6018242835998535,1.7495324611663818,0.5139377117156982,0.3448765277862549
1.7850255966186523,3.462519884109497,3.5800983905792236,1.2522680759429932,0.23843693733215332,6.208741903305054,1.5899453163146973,1.6837561130523682,0.5019629001617432,0.32448339462280273
1.7099597454071045,3.4190828800201416,3.564749002456665,1.264202356338501,0.22918295860290527,6.213813304901123,1.5895941257476807,1.689927339553833,0.5069882869720459,0.39022397994995117
1.7312414646148682,3.6154603958129883,3.5886495113372803,1.2600994110107422,0.26122474670410156,6.216817617416382,1.6002306938171387,1.688783884048462,0.5155401229858398,0.39141130447387695
1.6814322471618652,2.924248456954956,3.568728446960449,1.2596409320831299,0.26937031745910645,6.216266632080078,1.606029987335205,1.7315475940704346,0.5314819812774658,0.3863558769226074
1.8847622871398926,3.394392967224121,3.5669288635253906,1.2542493343353271,0.27523088455200195,6.213368654251099,1.5918030738830566,1.6892445087432861,0.5134119987487793,0.3820521831512451
1.6966025829315186,3.3002679347991943,3.578062057495117,1.2680432796478271,0.2920854091644287,6.215479135513306,1.5917479991912842,1.6845335960388184,0.5111913681030273,0.3510282039642334
1.9512004852294922,3.5517306327819824,3.5724093914031982,1.2633233070373535,0.23888564109802246,6.212612867355347,1.5976920127868652,1.7079718112945557,0.5122220516204834,0.33159899711608887
1.9484145641326904,3.304447650909424,3.6348204612731934,1.2480897903442383,0.2724430561065674,6.21522331237793,1.6021144390106201,1.696150541305542,0.529890775680542,0.3826937675476074
1.744992733001709,3.0828094482421875,3.570868730545044,1.2627921104431152,0.2683284282684326,6.213755130767822,1.6005775928497314,1.6689560413360596,0.586129903793335,0.33680057525634766
1.7764029502868652,3.328970432281494,3.5074362754821777,1.2550148963928223,0.2561221122741699,6.214383125305176,1.5980215072631836,1.7357850074768066,0.5328719615936279,0.3795914649963379
1.9749739170074463,3.1760025024414062,3.576376438140869,1.2577362060546875,0.26964402198791504,6.210812568664551,1.5906810760498047,1.6500000953674316,0.501558780670166,0.34381628036499023
1.7347548007965088,2.7768466472625732,3.5869433879852295,1.2526307106018066,0.26717519760131836,6.212975740432739,1.6016135215759277,1.6892726421356201,0.5147750377655029,0.36777734756469727
1.740865707397461,2.8810884952545166,3.561697244644165,1.2563512325286865,0.2631044387817383,6.214764356613159,1.5969674587249756,1.7162683010101318,0.5183677673339844,0.34069085121154785
1.7346100807189941,3.466250419616699,3.555164337158203,1.2502765655517578,0.2620124816894531,6.212795257568359,1.5924928188323975,1.6753308773040771,0.5132076740264893,0.35677337646484375
1.964440107345581,2.860053300857544,3.608882188796997,1.255955457687378,0.2718641757965088,6.212081670761108,1.5913023948669434,1.6544604301452637,0.5000312328338623,0.34098339080810547
1.8672354221343994,2.734532594680786,3.624511241912842,1.245286226272583,0.23705577850341797,6.213651657104492,1.5964148044586182,1.7211594581604004,0.5006463527679443,0.3420703411102295
1.9101805686950684,2.9075324535369873,3.4832112789154053,1.26505446434021,0.2475590705871582,6.216689109802246,1.5909593105316162,1.6821212768554688,0.5127363204956055,0.34563350677490234
