binary-trees,fannkuch-redux,fasta,k-nucleotide,mandelbrot,n-body,pidigits,reverse-complement,spectral-norm
26.81147265434265,21.044957160949707,2.532294988632202,8.032288551330566,0.7376317977905273,11.614851474761963,1.959047555923462,0.4795970916748047,1.5684735774993896
28.623563289642334,21.03584098815918,2.5936431884765625,8.079238891601562,0.7361774444580078,11.637317180633545,1.9215202331542969,0.5253715515136719,1.5728554725646973
27.097128868103027,21.015131950378418,2.55916166305542,8.182157754898071,0.7412543296813965,11.605483293533325,1.920682668685913,0.4989967346191406,1.574157953262329
26.111085653305054,20.9982328414917,2.5871353149414062,8.148337125778198,0.7411487102508545,11.606638669967651,1.8702199459075928,0.5101025104522705,1.5670695304870605
27.925339698791504,21.00587248802185,2.5441808700561523,8.095906257629395,0.7413914203643799,11.621944427490234,1.937852382659912,0.5229287147521973,1.561811923980713
26.810526847839355,20.970914125442505,2.539144992828369,8.104276418685913,0.7508714199066162,11.184985399246216,1.9336955547332764,0.5092031955718994,1.5662777423858643
26.82978653907776,21.013581037521362,2.6769165992736816,8.092514753341675,0.7548229694366455,11.560649394989014,1.893632173538208,0.5045223236083984,1.5648105144500732
28.635310411453247,20.990450620651245,2.5516510009765625,8.060436248779297,0.731665849685669,11.167758464813232,1.8776731491088867,0.47364187240600586,1.5451624393463135
27.92538809776306,20.995819568634033,2.6445441246032715,8.104336023330688,0.7583189010620117,11.544359922409058,1.9518275260925293,0.4769313335418701,1.559598684310913
27.727741718292236,20.945422172546387,2.581862211227417,7.974642992019653,0.7500143051147461,11.558013677597046,1.8720252513885498,0.497025728225708,1.5902626514434814
27.175334930419922,21.061708211898804,2.5205302238464355,8.054099082946777,0.7237553596496582,11.639672040939331,1.9356424808502197,0.527510404586792,1.573009729385376
27.59691309928894,20.949716329574585,2.5436208248138428,7.676053047180176,0.7344868183135986,11.642085790634155,1.9121332168579102,0.5218138694763184,1.5437486171722412
26.914823055267334,21.01451277732849,2.522639274597168,8.023263216018677,0.7522039413452148,11.71023154258728,1.9529459476470947,0.47431325912475586,1.5582904815673828
26.307369232177734,20.971853256225586,2.5922374725341797,7.71528434753418,0.7371809482574463,11.571800708770752,1.8804407119750977,0.47921252250671387,1.5670742988586426
27.75478434562683,20.97242784500122,2.5398523807525635,8.06427550315857,0.7496542930603027,11.56998348236084,1.9812989234924316,0.46834635734558105,1.5646309852600098
28.29420757293701,20.989351272583008,2.5237717628479004,8.07613229751587,0.7544970512390137,11.172023296356201,1.9132652282714844,0.4720003604888916,1.5542457103729248
25.718156814575195,21.0172438621521,2.5729310512542725,8.111482381820679,0.7579655647277832,11.164340734481812,1.9344148635864258,0.4603590965270996,1.5748684406280518
26.47223210334778,20.96736788749695,2.563843250274658,7.66080117225647,0.7833817005157471,11.557893991470337,1.8669297695159912,0.471576452255249,1.5793883800506592
27.08893132209778,21.007684469223022,2.561662435531616,8.090891122817993,0.7449131011962891,11.561196088790894,1.918874740600586,0.5165679454803467,1.5629708766937256
27.366890907287598,21.01716160774231,2.595529794692993,7.6712939739227295,0.7895917892456055,11.570245742797852,1.9441137313842773,0.4725222587585449,1.5316710472106934
27.730210542678833,20.982114791870117,2.566098928451538,7.676213979721069,0.7717220783233643,11.593385457992554,1.947662353515625,0.5285775661468506,1.5583715438842773
26.839175939559937,20.992720365524292,2.5905802249908447,7.7514026165008545,0.7808444499969482,11.163968324661255,1.9437146186828613,0.4693734645843506,1.5770683288574219
