binary-trees,fannkuch-redux,fasta,mandelbrot,n-body,regex-redux,reverse-complement,spectral-norm
3.8544092178344727,2.7102324962615967,2.168767213821411,1.0235981941223145,9.871957540512085,14.907946825027466,1.3055627346038818,2.1257669925689697
3.9434993267059326,2.4507410526275635,2.059339761734009,1.1556832790374756,10.008063316345215,14.871113777160645,1.3244223594665527,1.9964025020599365
3.834038257598877,2.6956095695495605,2.0731523036956787,1.0674052238464355,10.008628845214844,14.926250457763672,1.2833127975463867,1.9489202499389648
3.9245944023132324,2.6496741771698,2.16813325881958,1.0873651504516602,9.995510339736938,16.2607319355011,1.3156447410583496,2.173255681991577
3.76066255569458,2.5462734699249268,2.0558087825775146,1.1170945167541504,9.998664855957031,14.200063228607178,1.3125474452972412,2.032071590423584
3.795940399169922,2.6123735904693604,2.0492892265319824,1.0771174430847168,9.99569845199585,14.357532739639282,1.301090955734253,2.1277365684509277
3.803952217102051,2.707258939743042,2.006330966949463,1.2250394821166992,9.992613554000854,14.977490901947021,1.309035301208496,2.3713793754577637
3.8539674282073975,3.1002724170684814,2.2253212928771973,1.1183664798736572,9.995222568511963,14.594714164733887,1.3066482543945312,2.1193952560424805
3.8954033851623535,2.8866567611694336,2.2301714420318604,1.173886775970459,9.98704481124878,15.430521488189697,1.3160464763641357,2.2234091758728027
3.920701265335083,2.7807931900024414,2.192800998687744,1.0423760414123535,9.520812511444092,14.433239698410034,1.2910549640655518,1.9980895519256592
3.88519287109375,2.5671725273132324,2.2261552810668945,1.100938081741333,9.992412805557251,14.047074794769287,1.2941625118255615,1.985569715499878
3.87880802154541,2.6571412086486816,2.165961980819702,1.0876390933990479,9.99506139755249,15.004905223846436,1.3083889484405518,2.2465929985046387
3.937974214553833,2.782243251800537,2.0346195697784424,1.0917034149169922,9.989003658294678,15.580501556396484,1.2977399826049805,2.053290367126465
3.9615020751953125,2.564177989959717,2.040388822555542,1.1074368953704834,10.003066062927246,13.679347038269043,1.3396918773651123,2.169475793838501
3.833597421646118,2.6565470695495605,2.0342013835906982,1.1425492763519287,9.995030879974365,14.577639818191528,1.3072607517242432,1.9942927360534668
3.8616063594818115,2.559262990951538,2.0151302814483643,1.4133610725402832,9.989163875579834,14.152642726898193,1.2794363498687744,2.1142945289611816
3.920985698699951,2.6501846313476562,2.029719591140747,1.1143217086791992,10.00101923942566,14.251603364944458,1.330786943435669,2.227323532104492
3.8540608882904053,2.6574368476867676,2.0427708625793457,1.1226465702056885,9.514053583145142,13.835898876190186,1.3170192241668701,2.104818820953369
3.843998670578003,2.6792914867401123,2.054255247116089,1.1560754776000977,10.041384935379028,15.716508388519287,1.3620803356170654,2.2202742099761963
3.7345430850982666,3.2736408710479736,2.0645954608917236,1.1895842552185059,10.000200510025024,14.478746175765991,1.3017578125,2.0000407695770264
3.9055933952331543,3.1176602840423584,2.03326678276062,1.1555895805358887,9.990605592727661,15.095656871795654,1.288607120513916,2.137539863586426
3.947010040283203,2.517014980316162,2.215245246887207,1.0898959636688232,9.992101192474365,14.915494918823242,1.3286941051483154,2.07724928855896
3.9162747859954834,2.639878511428833,2.187472105026245,1.1581103801727295,9.993432521820068,14.72560715675354,1.2728493213653564,2.0025312900543213
3.8848609924316406,2.642310619354248,2.0756852626800537,1.1165037155151367,9.996412992477417,14.41398024559021,1.3091473579406738,2.053392171859741
3.8291282653808594,2.8289284706115723,2.2187340259552,1.2331175804138184,9.996474742889404,14.097647428512573,1.2924582958221436,2.0754778385162354
3.7791543006896973,2.6664905548095703,2.085040807723999,1.2113168239593506,10.033663511276245,15.850526571273804,1.3182907104492188,2.030254364013672
3.8805174827575684,2.757493019104004,2.039501428604126,1.194528341293335,9.84233808517456,15.221135377883911,1.359006404876709,2.133391857147217
3.902583360671997,2.5245792865753174,2.032419443130493,1.1856193542480469,10.000669240951538,14.288344860076904,1.3247883319854736,2.280484199523926
3.917670249938965,2.7597973346710205,2.1806693077087402,1.1243250370025635,9.989953994750977,13.9682936668396,1.3333487510681152,2.030285120010376
3.942460775375366,3.2353482246398926,2.045948028564453,1.0935139656066895,10.00505805015564,14.58901333808899,1.2995555400848389,2.0883331298828125
3.82627010345459,2.5671274662017822,2.073401689529419,1.139268398284912,9.991143941879272,14.509687900543213,1.33292555809021,2.103576898574829
4.077747106552124,2.5517868995666504,2.2809770107269287,1.4215703010559082,10.002288341522217,14.747859239578247,1.3129205703735352,2.050042152404785
3.7966089248657227,2.6171374320983887,2.0314412117004395,1.1405742168426514,9.997431516647339,14.770631790161133,1.3361842632293701,2.123270034790039
3.870746374130249,2.574436664581299,2.038574457168579,1.0551323890686035,10.007058382034302,13.001791715621948,1.3025126457214355,1.938934564590454
3.90751576423645,2.513533115386963,2.0512540340423584,1.2445683479309082,10.000794887542725,15.402770042419434,1.2841010093688965,1.920654535293579
3.8140509128570557,2.6847972869873047,2.241530179977417,1.218904733657837,9.541655540466309,15.502004623413086,1.3025805950164795,2.0387837886810303
3.90275502204895,2.692528486251831,2.069363594055176,1.1116769313812256,10.072985410690308,15.649903535842896,1.3467824459075928,1.9607675075531006
3.8897573947906494,2.5399200916290283,2.0341081619262695,1.0658931732177734,10.003759145736694,13.922259330749512,1.3481712341308594,1.8872175216674805
3.8837084770202637,2.53131365776062,2.0215351581573486,1.1508853435516357,9.995157241821289,15.06980299949646,1.3283326625823975,2.1983094215393066
3.9516069889068604,2.814973831176758,2.0241799354553223,1.0807433128356934,9.996597051620483,14.426894903182983,1.3228318691253662,2.0594093799591064
3.860835313796997,2.5804827213287354,2.0352649688720703,1.1960294246673584,9.529382228851318,13.846636772155762,1.34511399269104,2.0189247131347656
3.9427785873413086,2.671337127685547,2.0813968181610107,1.1431903839111328,10.000561952590942,13.84043836593628,1.3057746887207031,2.094212532043457
3.823573112487793,2.427145481109619,2.072859525680542,1.1026294231414795,9.98393177986145,15.84999418258667,1.2871768474578857,2.034900188446045
3.9841320514678955,2.5718607902526855,2.0339508056640625,1.0885207653045654,9.993605375289917,14.713645696640015,1.3061347007751465,2.0508921146392822
3.9340972900390625,2.5663743019104004,2.2430593967437744,1.1506879329681396,9.84518575668335,15.594147205352783,1.2982721328735352,2.0099775791168213
3.8576571941375732,2.762094259262085,2.054576873779297,1.0889127254486084,9.549410104751587,14.135066032409668,1.3232934474945068,2.0203704833984375
3.8969924449920654,2.668358564376831,2.162311315536499,1.0631647109985352,10.010122776031494,14.755796432495117,1.3007895946502686,2.2162768840789795
3.8627452850341797,2.5956857204437256,2.1630160808563232,1.1545321941375732,10.009089708328247,14.724801063537598,1.2945005893707275,2.3020522594451904
3.815497875213623,2.5962111949920654,2.0766522884368896,1.05106520652771,9.992643356323242,13.748577117919922,1.305755376815796,2.0724596977233887
3.937950849533081,2.6977310180664062,2.245499849319458,1.1047875881195068,10.000919342041016,14.321241617202759,1.278074026107788,2.2216148376464844
3.9226064682006836,2.8699660301208496,2.093351364135742,1.1576220989227295,9.512398958206177,15.619418382644653,1.3189725875854492,2.02728533744812
3.8704559803009033,2.769622325897217,2.0215866565704346,1.1047847270965576,9.995824337005615,14.53504228591919,1.3103208541870117,2.0289013385772705
3.851803779602051,2.5377423763275146,2.0836901664733887,1.1349568367004395,9.512571573257446,14.6155846118927,1.303499698638916,2.08754563331604
3.8832521438598633,2.691720485687256,2.251208782196045,1.4002037048339844,9.517006874084473,14.31869626045227,1.333601713180542,2.08478045463562
4.011544227600098,2.586608409881592,2.24186372756958,1.1766891479492188,9.530807733535767,13.688227653503418,1.2826206684112549,2.059481382369995
3.780278444290161,2.914316415786743,2.2313661575317383,1.1792652606964111,9.886050701141357,14.866647243499756,1.3187382221221924,2.2391529083251953
3.8839316368103027,2.698056221008301,2.032911777496338,1.1118645668029785,10.00166630744934,14.734479904174805,1.3413350582122803,2.14947772026062
4.002635478973389,2.5927441120147705,2.281512498855591,1.0659432411193848,9.676852703094482,14.563383102416992,1.2825546264648438,2.0672507286071777
