binary-trees,fannkuch-redux,fasta,mandelbrot,n-body,regex-redux,reverse-complement,spectral-norm
3.8810067176818848,2.74878191947937,2.208064556121826,1.1406440734863281,9.993622064590454,14.534898281097412,1.257446527481079,2.1019859313964844
3.9395976066589355,3.250016212463379,2.0877554416656494,1.1252331733703613,9.998355150222778,13.972876787185669,1.294006109237671,1.9651641845703125
3.985447645187378,2.6876416206359863,2.170485258102417,1.1636884212493896,9.996224403381348,15.064444065093994,1.3058700561523438,2.0031557083129883
4.020522832870483,2.611422300338745,2.238913059234619,1.0771136283874512,9.999028205871582,14.588300466537476,1.2956948280334473,2.156855821609497
3.901062488555908,2.5452840328216553,2.0805957317352295,1.111523151397705,9.99565076828003,15.207106113433838,1.3342328071594238,2.0722007751464844
3.9078993797302246,3.0682692527770996,2.0249502658843994,1.1062119007110596,10.00071382522583,16.18062400817871,1.3495221138000488,2.155134677886963
3.9420182704925537,2.399522066116333,2.0793704986572266,1.3830511569976807,10.00208830833435,14.95899248123169,1.318941593170166,2.088740825653076
3.947000026702881,2.5208065509796143,2.016796827316284,1.1700794696807861,9.521698474884033,14.000753402709961,1.3020853996276855,2.000643491744995
3.9783244132995605,2.4843006134033203,2.0190436840057373,1.160313606262207,9.998730897903442,14.982471466064453,1.3079054355621338,2.111558675765991
4.004285097122192,3.0265982151031494,2.0430941581726074,1.1633307933807373,9.800575971603394,13.45376706123352,1.289106845855713,2.0819382667541504
3.735677719116211,2.627488374710083,2.2478725910186768,1.108475923538208,9.508629083633423,15.716354131698608,1.3130462169647217,2.1062686443328857
3.9782402515411377,2.854537010192871,2.0832793712615967,1.1847689151763916,9.50055718421936,15.328109741210938,1.297518253326416,2.0027048587799072
4.000698089599609,2.912625789642334,2.0247509479522705,1.1893651485443115,9.85522198677063,14.93427848815918,1.3476941585540771,2.247197389602661
3.9582462310791016,2.513126850128174,2.1470134258270264,1.098785638809204,9.99784231185913,14.473390579223633,1.3521668910980225,2.229715585708618
3.940316677093506,2.5601274967193604,2.2425010204315186,1.072227954864502,10.000288724899292,14.999574422836304,1.3349013328552246,2.2001793384552
3.810929775238037,2.6491191387176514,2.072929620742798,1.1642701625823975,10.006249189376831,15.309110403060913,1.3389999866485596,1.9659125804901123
4.011671304702759,2.754850149154663,2.031454563140869,1.1173348426818848,9.999852895736694,15.604496717453003,1.3430054187774658,2.0482685565948486
3.8250012397766113,2.856790065765381,2.0931267738342285,1.1855318546295166,10.005491971969604,15.239622592926025,1.305171251296997,2.113218069076538
3.9300806522369385,2.5488312244415283,2.019258975982666,1.110011100769043,9.99285340309143,13.84990406036377,1.2872281074523926,2.1761724948883057
3.8844363689422607,2.499208688735962,2.1263298988342285,1.1546745300292969,9.995655298233032,15.180985689163208,1.3055384159088135,2.1686081886291504
3.937221050262451,2.5638368129730225,2.195382833480835,1.1575877666473389,9.991570711135864,14.603317737579346,1.3036272525787354,1.9453144073486328
4.001482248306274,2.6416780948638916,2.186170816421509,1.0605027675628662,9.999671936035156,13.20703911781311,1.3411238193511963,2.181756019592285
3.834665060043335,2.5986592769622803,2.1700735092163086,1.1712782382965088,9.991873741149902,14.77675724029541,1.2782082557678223,2.3177490234375
3.825244903564453,2.5839550495147705,2.0264108180999756,1.2321076393127441,9.997260093688965,13.721112251281738,1.3347365856170654,2.200812816619873
3.893021821975708,2.5163474082946777,2.057420253753662,1.1435344219207764,10.000979900360107,14.295960426330566,1.3418290615081787,2.190636157989502
3.9642627239227295,2.7688236236572266,2.0558300018310547,1.298901081085205,9.993837356567383,15.10593843460083,1.3273231983184814,2.0436229705810547
4.055488109588623,2.6359164714813232,2.001420497894287,1.1457624435424805,9.507330656051636,15.374809265136719,1.2890961170196533,2.1209492683410645
3.861807346343994,2.7070324420928955,2.040285348892212,1.2031440734863281,9.998266696929932,14.581571102142334,1.3508665561676025,2.1383249759674072
4.035433769226074,2.491905450820923,2.052804470062256,1.1818478107452393,9.992782354354858,14.506789445877075,1.3216643333435059,2.2291135787963867
3.775531053543091,2.9307491779327393,2.0330004692077637,1.200772762298584,10.016700506210327,15.306644201278687,1.3334314823150635,1.987776279449463
3.839979648590088,2.6313467025756836,2.0806643962860107,1.1113009452819824,9.998934268951416,13.920359373092651,1.3540141582489014,2.074885368347168
3.8842406272888184,2.5666871070861816,2.241563320159912,1.1584789752960205,9.99059510231018,14.680097341537476,1.2784357070922852,2.1264727115631104
3.853814125061035,2.5660314559936523,2.2343201637268066,1.0872466564178467,9.995847463607788,15.27344274520874,1.3101012706756592,2.080003261566162
3.8347151279449463,3.151829242706299,2.095694065093994,1.1829159259796143,9.520573854446411,14.730885744094849,1.328345537185669,2.2049756050109863
3.881338119506836,2.584502935409546,2.0656490325927734,1.0869688987731934,9.999287843704224,14.92659068107605,1.338325023651123,2.0720467567443848
3.746892213821411,2.766284942626953,2.049984931945801,1.199528455734253,9.996215343475342,14.83660101890564,1.3347866535186768,2.142021894454956
3.865466833114624,2.532458543777466,2.2642505168914795,1.1776244640350342,10.00215768814087,13.502595663070679,1.3461310863494873,2.1322474479675293
3.821634292602539,2.548401355743408,2.0875918865203857,1.0767242908477783,9.996258735656738,14.315343618392944,1.3070883750915527,2.3319294452667236
3.8635053634643555,2.5500330924987793,2.0788931846618652,1.0797429084777832,10.00363278388977,15.089123964309692,1.2837562561035156,1.923753023147583
3.7972452640533447,2.7000951766967773,2.0473270416259766,1.1319849491119385,9.992579221725464,14.926660299301147,1.3144233226776123,2.2409088611602783
3.938335418701172,2.765073776245117,2.060396194458008,1.2393310070037842,9.9917471408844,14.762063264846802,1.375840187072754,2.0259711742401123
3.9248955249786377,2.5213441848754883,2.0567426681518555,1.1724827289581299,10.000320672988892,15.07870101928711,1.3166460990905762,1.9997122287750244
3.8714699745178223,2.4675607681274414,2.071491241455078,1.0905141830444336,9.538644313812256,15.366111278533936,1.3355498313903809,2.148411989212036
