binary-trees,fannkuch-redux,k-nucleotide,mandelbrot,n-body,regex-redux,reverse-complement,spectral-norm
40.43188214302063,132.1456639766693,145.90060830116272,138.73188042640686,134.8232297897339,10.7488431930542,4.5045411586761475,11.08038067817688
38.01807260513306,132.66139125823975,145.26872396469116,139.71643781661987,135.28352808952332,10.801078796386719,4.621258020401001,11.085510969161987
38.80554747581482,132.4025719165802,150.78192114830017,141.03854060173035,136.30459594726562,10.706706762313843,4.63676118850708,11.088902711868286
38.89559984207153,131.57661819458008,145.35799431800842,140.1098403930664,135.33913660049438,10.788772344589233,4.494935035705566,11.086291551589966
39.4680016040802,132.5674409866333,146.28500890731812,139.82043480873108,136.46290612220764,10.80486536026001,4.698218584060669,11.143109560012817
39.37951111793518,132.47717022895813,144.6288719177246,139.91847372055054,136.51536679267883,10.662917375564575,4.4946746826171875,11.078822374343872
38.712242126464844,132.32268643379211,144.7890965938568,139.9535038471222,135.02818751335144,10.814938306808472,4.65712571144104,11.085676908493042
38.40531373023987,132.86931943893433,144.58685970306396,139.57611870765686,136.49957966804504,10.791160106658936,4.523939371109009,11.083654403686523
39.66088056564331,132.44775915145874,145.79898643493652,139.56683373451233,136.65077590942383,10.79707145690918,4.641826868057251,11.081279993057251
39.85924506187439,132.32499980926514,146.83751702308655,141.03074860572815,135.83604764938354,10.75303864479065,4.435846328735352,11.146226167678833
39.18561100959778,132.399320602417,145.9041783809662,139.62373232841492,135.29429650306702,10.780552625656128,4.720033645629883,11.084683895111084
39.41252017021179,132.1624836921692,149.73886680603027,139.60069513320923,135.09906339645386,10.84834098815918,4.580480337142944,11.075815677642822
39.086963415145874,132.48282074928284,144.6252977848053,139.99708604812622,134.8794460296631,10.83102297782898,4.549400329589844,11.102522373199463
39.06967616081238,132.4185540676117,144.05552291870117,138.99786639213562,135.241614818573,10.750603437423706,4.771599292755127,11.081968545913696
39.00647807121277,132.03161358833313,146.78952074050903,141.2324492931366,136.08839774131775,10.765258312225342,4.557481050491333,11.082813262939453
38.7662398815155,132.17805218696594,147.50267720222473,137.33989930152893,135.33647918701172,10.97931957244873,4.355286359786987,11.086870908737183
39.36206889152527,132.18749046325684,147.47814965248108,137.84932017326355,135.3530309200287,10.761080741882324,4.465473175048828,11.081203937530518
39.138622522354126,132.01110458374023,146.95230174064636,140.05784058570862,136.3954701423645,10.771479845046997,4.520119905471802,11.081958293914795
39.002750396728516,132.63343238830566,144.50273895263672,139.20987915992737,135.229909658432,10.769227504730225,4.61762547492981,11.082350015640259
40.54383182525635,132.35592460632324,146.85340023040771,139.2297556400299,135.50588512420654,10.77737808227539,4.4584059715271,11.07819652557373
39.27932286262512,132.4541003704071,145.803325176239,139.72849321365356,135.14735913276672,10.744534015655518,4.372771978378296,11.078202486038208
39.230852365493774,131.89182019233704,145.06224370002747,138.38238549232483,135.195645570755,10.771576881408691,4.579302072525024,11.087920904159546
39.86231827735901,132.71684312820435,146.18247389793396,140.02482414245605,135.21324467658997,10.787137031555176,4.547296047210693,11.086479425430298
39.680474281311035,132.51491522789001,145.2522852420807,138.47240805625916,135.00752353668213,10.783893823623657,4.494716644287109,11.079500198364258
39.29443144798279,132.63538360595703,146.5070436000824,137.19015097618103,134.98397564888,11.504872560501099,4.572643995285034,11.081692695617676
40.33966779708862,132.33565545082092,144.74932217597961,138.60850477218628,135.91566228866577,10.74555516242981,4.629452228546143,11.084166288375854
40.561845779418945,132.7607228755951,145.58127760887146,138.50776720046997,135.35357475280762,10.782959461212158,4.564416885375977,11.08996033668518
39.163257360458374,132.34653973579407,145.94966101646423,139.21472883224487,137.17114329338074,10.806419372558594,4.497532606124878,11.08431625366211
38.657719135284424,132.67597031593323,144.25075888633728,138.6419608592987,135.72739052772522,10.74974799156189,4.513444900512695,11.081515312194824
38.987576961517334,132.6695830821991,145.24535298347473,137.9474823474884,135.5475471019745,10.835179328918457,4.642268419265747,11.089042901992798
40.15795087814331,133.40572357177734,143.5593707561493,140.18353080749512,135.5230095386505,10.698810815811157,4.75672459602356,11.089447259902954
38.000449657440186,132.48412370681763,148.8039939403534,140.74441242218018,136.0144658088684,10.86623501777649,4.681328296661377,11.080993413925171
39.40884804725647,132.0160641670227,145.96627640724182,137.4030499458313,135.5618598461151,10.784605979919434,4.351425886154175,11.086301565170288
39.901058197021484,131.7765917778015,144.16304421424866,139.3379771709442,134.96310782432556,10.866924285888672,4.634901762008667,11.083423614501953
39.16556215286255,132.7183825969696,144.90079927444458,137.60049438476562,135.140442609787,10.734528064727783,4.628674745559692,11.079062461853027
39.18266701698303,131.96667790412903,145.786803483963,138.05222630500793,134.95170736312866,10.718163251876831,4.543594837188721,11.083047151565552
39.12702226638794,132.81914472579956,144.4643440246582,138.00461149215698,135.20688486099243,10.752256155014038,4.653139352798462,11.082528829574585
39.206008434295654,132.14941668510437,145.18269157409668,141.11255931854248,134.94023847579956,10.797485113143921,4.461963176727295,11.076110124588013
39.52345061302185,132.64834022521973,146.07448148727417,139.5317063331604,135.52527928352356,10.728381633758545,4.559522390365601,11.079277276992798
38.87293839454651,135.9008083343506,145.3666124343872,138.77868938446045,136.5500738620758,10.820298671722412,4.533874034881592,11.084407091140747
38.38237190246582,132.3467733860016,146.80555033683777,137.78975176811218,134.89786219596863,10.746354818344116,4.580483913421631,11.105235576629639
39.21282744407654,133.8696312904358,145.43890714645386,140.6061074733734,135.63108444213867,10.767735004425049,4.469625473022461,11.091443538665771
38.86935591697693,132.28429746627808,146.31046772003174,137.8199746608734,135.2322018146515,10.797518014907837,4.4374425411224365,11.08421516418457
40.47524309158325,132.35954546928406,143.1807897090912,136.78234457969666,134.89193105697632,10.755688190460205,4.452613353729248,11.08000898361206
40.40694189071655,132.65106225013733,146.89075541496277,139.19117760658264,134.87887573242188,10.809518575668335,4.493182897567749,11.073351383209229
39.514222145080566,132.69724440574646,149.84518456459045,138.6097595691681,135.37358045578003,10.830696105957031,4.368680238723755,11.086333513259888
39.668118476867676,132.17255353927612,143.65211820602417,138.88521528244019,135.13154864311218,10.70806622505188,4.357059478759766,11.09131121635437
39.305583238601685,133.56778526306152,145.83129596710205,137.633282661438,139.12310242652893,10.746866703033447,4.419404029846191,11.089678525924683
40.259806871414185,132.32176971435547,144.8219931125641,138.0809075832367,135.01520109176636,10.741429567337036,4.520552158355713,11.084652423858643
40.56799125671387,133.1490650177002,145.6774525642395,139.1163899898529,135.64246106147766,10.727326393127441,4.495378732681274,11.085750579833984
40.09803128242493,132.26842498779297,147.78517389297485,136.68174290657043,135.64872431755066,10.802517652511597,4.450613260269165,11.076604127883911
39.68634748458862,132.2313711643219,145.12154603004456,141.05261969566345,135.26593351364136,10.786684513092041,4.693050146102905,11.08383846282959
39.56718873977661,131.88104629516602,144.1222620010376,138.48169684410095,135.16565465927124,10.74029803276062,4.5581886768341064,11.078140258789062
39.76400327682495,131.75383615493774,146.223153591156,139.53629088401794,135.89874863624573,10.81113314628601,4.390118837356567,11.086419343948364
40.88763618469238,132.38431215286255,144.5292453765869,141.89262199401855,135.41839265823364,10.869824886322021,4.542458534240723,11.096882581710815
39.58476519584656,132.63319849967957,144.37965488433838,137.1388554573059,135.04836893081665,10.727454900741577,4.443663120269775,11.085038661956787
39.767966508865356,132.41572737693787,151.39561486244202,140.5563976764679,135.22293305397034,11.134411096572876,4.449767351150513,11.085645914077759
38.79261517524719,132.08757400512695,143.2549910545349,140.21079850196838,135.71050214767456,10.722152471542358,4.334713459014893,11.088194131851196
40.594367265701294,132.28548121452332,144.3457384109497,137.0653760433197,134.99825763702393,10.767760515213013,4.496951580047607,11.090385437011719
39.96023607254028,132.6114616394043,144.95495009422302,139.3041296005249,135.22164940834045,10.757277727127075,4.463156223297119,11.079877376556396
39.869614362716675,132.21244382858276,144.5508074760437,138.37664270401,135.66726160049438,10.777240514755249,4.465396881103516,11.081042289733887
39.22217106819153,132.01849055290222,143.37567234039307,141.11858797073364,135.69816184043884,10.770084619522095,4.511338949203491,11.084227800369263
40.03729867935181,132.54931735992432,146.56241369247437,139.1989073753357,136.0386402606964,10.752594232559204,4.592665433883667,11.118563652038574
38.97227096557617,132.99388241767883,147.58139777183533,136.94922637939453,136.81086826324463,10.726528882980347,4.605705499649048,11.080516815185547
40.6134831905365,132.25751614570618,146.39687991142273,138.9504110813141,135.49864101409912,10.825125455856323,4.708620309829712,11.122721433639526
38.21780443191528,132.60279893875122,147.53283667564392,139.90444111824036,135.5978980064392,10.849366664886475,4.615775108337402,11.12014102935791
40.045738697052,133.1376667022705,149.0646505355835,138.63980770111084,135.4843933582306,10.81407356262207,4.533121109008789,11.1160569190979
39.333075761795044,132.50125312805176,147.06750679016113,137.39096760749817,135.3802831172943,10.815190315246582,4.594375133514404,11.11885929107666
40.21441864967346,132.84415650367737,143.3572165966034,137.86382961273193,136.2163269519806,10.789915084838867,4.681305408477783,11.118526220321655
39.41049146652222,131.8586564064026,144.9091031551361,137.8262403011322,135.12065625190735,10.81538438796997,4.521408796310425,11.120959997177124
39.4994421005249,132.41853618621826,145.00656080245972,138.0493733882904,136.9949336051941,10.741742610931396,4.512641429901123,11.120072841644287
38.730183362960815,132.88303661346436,146.89547276496887,137.55883932113647,136.19232559204102,10.798591136932373,4.446339130401611,11.116341352462769
40.7148973941803,132.40552926063538,144.9478886127472,138.8587806224823,135.1115596294403,10.795621395111084,4.5078346729278564,11.088345289230347
39.095640420913696,132.1454713344574,149.12755370140076,137.9909451007843,136.19643688201904,10.739211082458496,4.55614972114563,11.11104941368103
40.31131720542908,132.00998210906982,150.38985228538513,137.66370344161987,136.1745674610138,10.823699235916138,4.567734479904175,11.126572608947754
37.69407343864441,132.84151244163513,144.89910054206848,138.79318380355835,135.2007942199707,10.868299961090088,4.605675220489502,11.118518352508545
39.366408824920654,131.9511637687683,145.59934306144714,136.9641764163971,136.34349417686462,10.831401348114014,4.5209643840789795,11.11939525604248
39.42743730545044,133.0035548210144,146.36745738983154,139.175279378891,136.8803813457489,10.854796171188354,4.623364448547363,11.094424724578857
40.01121282577515,133.2765989303589,146.11692547798157,140.17492485046387,135.5010232925415,10.818096399307251,4.593966007232666,11.12164568901062
41.013232469558716,132.7182068824768,147.64538526535034,138.91010522842407,135.3049967288971,10.794960975646973,4.543999195098877,11.111254215240479
41.62515211105347,131.01355075836182,145.9289481639862,139.60773849487305,136.35239338874817,10.87030029296875,4.565244674682617,11.121115922927856
39.350826263427734,131.84527730941772,146.52324318885803,138.38860630989075,135.62408471107483,10.771888732910156,4.7212443351745605,11.107787609100342
39.89198565483093,132.61674618721008,145.39345693588257,139.73124313354492,136.125794172287,10.785459995269775,4.625734806060791,11.117753744125366
40.44911050796509,132.0603530406952,145.9696023464203,138.25737714767456,135.96572136878967,11.090315341949463,4.590975999832153,11.124200105667114
39.97011637687683,133.16315627098083,147.53214931488037,138.72403001785278,135.95510864257812,10.855626344680786,4.491316318511963,11.120336532592773
