n-body ; 2.951904296875000000 ; 0.285278320312500000 ; 0.000000000000000000 ; 0.906616210937500000 ;  372.849 
n-body ; 0.799987792968750000 ; 0.394531250000000000 ; 0.000000000000000000 ; 0.106567382812500000 ;  41.891 
n-body ; 0.814270019531250000 ; 0.421813964843750000 ; 0.000000000000000000 ; 0.098937988281250000 ;  39.04 
n-body ; 0.812072753906250000 ; 0.419982910156250000 ; 0.000000000000000000 ; 0.098937988281250000 ;  39.061 
n-body ; 0.811218261718750000 ; 0.419921875000000000 ; 0.000000000000000000 ; 0.098632812500000000 ;  39.45 
n-body ; 0.811584472656250000 ; 0.420227050781250000 ; 0.000000000000000000 ; 0.098876953125000000 ;  39.292 
n-body ; 0.830688476562500000 ; 0.429443359375000000 ; 0.000000000000000000 ; 0.101867675781250000 ;  39.629 
n-body ; 0.815002441406250000 ; 0.421997070312500000 ; 0.000000000000000000 ; 0.098693847656250000 ;  39.448 
n-body ; 0.813476562500000000 ; 0.421875000000000000 ; 0.000000000000000000 ; 0.099304199218750000 ;  39.187 
n-body ; 0.813537597656250000 ; 0.420776367187500000 ; 0.000000000000000000 ; 0.099426269531250000 ;  39.022 
binary-trees ; 0.989196777343750000 ; 0.334533691406250000 ; 0.000000000000000000 ; 0.198852539062500000 ;  79.579 
binary-trees ; 0.817687988281250000 ; 0.424804687500000000 ; 0.000000000000000000 ; 0.098999023437500000 ;  39.797 
binary-trees ; 0.846313476562500000 ; 0.444091796875000000 ; 0.000000000000000000 ; 0.099060058593750000 ;  39.793 
binary-trees ; 0.821289062500000000 ; 0.425720214843750000 ; 0.000000000000000000 ; 0.098876953125000000 ;  39.059 
binary-trees ; 0.841796875000000000 ; 0.437744140625000000 ; 0.000000000000000000 ; 0.101379394531250000 ;  39.932 
binary-trees ; 0.847351074218750000 ; 0.441772460937500000 ; 0.000000000000000000 ; 0.101562500000000000 ;  39.752 
binary-trees ; 0.857788085937500000 ; 0.447631835937500000 ; 0.000000000000000000 ; 0.101745605468750000 ;  39.912 
binary-trees ; 0.842407226562500000 ; 0.440063476562500000 ; 0.000000000000000000 ; 0.098815917968750000 ;  39.369 
binary-trees ; 0.847229003906250000 ; 0.440734863281250000 ; 0.000000000000000000 ; 0.101318359375000000 ;  40.089 
binary-trees ; 0.829467773437500000 ; 0.432312011718750000 ; 0.000000000000000000 ; 0.099121093750000000 ;  39.495 
reverse-complement ; 0.916503906250000000 ; 0.348327636718750000 ; 0.000000000000000000 ; 0.164855957031250000 ;  65.929 
reverse-complement ; 0.811401367187500000 ; 0.421508789062500000 ; 0.000000000000000000 ; 0.098693847656250000 ;  39.441 
reverse-complement ; 0.854125976562500000 ; 0.445190429687500000 ; 0.000000000000000000 ; 0.101623535156250000 ;  39.706 
reverse-complement ; 0.818481445312500000 ; 0.424377441406250000 ; 0.000000000000000000 ; 0.098571777343750000 ;  39.707 
reverse-complement ; 0.820373535156250000 ; 0.425537109375000000 ; 0.000000000000000000 ; 0.099304199218750000 ;  39.112 
reverse-complement ; 0.856445312500000000 ; 0.444396972656250000 ; 0.000000000000000000 ; 0.104675292968750000 ;  40.409 
reverse-complement ; 0.834838867187500000 ; 0.431701660156250000 ; 0.000000000000000000 ; 0.101806640625000000 ;  39.915 
reverse-complement ; 0.834045410156250000 ; 0.435302734375000000 ; 0.000000000000000000 ; 0.099121093750000000 ;  39.645 
reverse-complement ; 0.853881835937500000 ; 0.445373535156250000 ; 0.000000000000000000 ; 0.101562500000000000 ;  39.696 
reverse-complement ; 0.821411132812500000 ; 0.426757812500000000 ; 0.000000000000000000 ; 0.098999023437500000 ;  39.655 
regex-redux ; 0.912292480468750000 ; 0.220031738281250000 ; 0.000000000000000000 ; 0.215270996093750000 ;  87.11 
regex-redux ; 0.824707031250000000 ; 0.427551269531250000 ; 0.000000000000000000 ; 0.101684570312500000 ;  39.255 
regex-redux ; 0.818237304687500000 ; 0.424377441406250000 ; 0.000000000000000000 ; 0.099060058593750000 ;  39.67 
regex-redux ; 0.841003417968750000 ; 0.437561035156250000 ; 0.000000000000000000 ; 0.101745605468750000 ;  40.175 
regex-redux ; 0.838378906250000000 ; 0.434753417968750000 ; 0.000000000000000000 ; 0.101257324218750000 ;  40.163 
regex-redux ; 0.820251464843750000 ; 0.426452636718750000 ; 0.000000000000000000 ; 0.098815917968750000 ;  39.155 
regex-redux ; 0.838745117187500000 ; 0.435791015625000000 ; 0.000000000000000000 ; 0.101623535156250000 ;  39.315 
regex-redux ; 0.820190429687500000 ; 0.426696777343750000 ; 0.000000000000000000 ; 0.099182128906250000 ;  39.287 
regex-redux ; 0.826232910156250000 ; 0.431396484375000000 ; 0.000000000000000000 ; 0.098754882812500000 ;  39.255 
regex-redux ; 0.811218261718750000 ; 0.420532226562500000 ; 0.000000000000000000 ; 0.098693847656250000 ;  39.446 
fannkuch-redux ; 0.886108398437500000 ; 0.327087402343750000 ; 0.000000000000000000 ; 0.166687011718750000 ;  66.932 
fannkuch-redux ; 0.818786621093750000 ; 0.421630859375000000 ; 0.000000000000000000 ; 0.101257324218750000 ;  40.281 
fannkuch-redux ; 0.809448242187500000 ; 0.419128417968750000 ; 0.000000000000000000 ; 0.099182128906250000 ;  39.192 
fannkuch-redux ; 0.816345214843750000 ; 0.420593261718750000 ; 0.000000000000000000 ; 0.102050781250000000 ;  39.654 
fannkuch-redux ; 0.843017578125000000 ; 0.438598632812500000 ; 0.000000000000000000 ; 0.101928710937500000 ;  39.877 
