1000923788,12.4152
2001392413,12.3582
3001724721,12.4451
4002062776,12.3167
5002392196,12.1635
6002712930,12.3902
7003052672,12.0888
8003383507,12.4971
9003718060,12.1658
10004051517,12.1423
11004388974,12.1107
12004725806,12.4804
13005079558,12.2689
14005416899,12.0788
15005750929,12.1519
16006085677,12.2414
17006424023,12.0536
18006769507,12.1428
19007103808,12.1796
20007431558,12.198
21007781127,12.0751
22008119103,12.0995
23008459165,12.1827
24008804299,12.3478
25009154021,12.163
26009490446,12.0682
27009830756,11.9821
28010171317,12.1613
29010503551,12.1368
30010839467,12.1494
31011176184,12.0247
32011512596,12.2821
33011848637,12.126
34012177041,12.0889
35012513264,12.076
36012844634,12.3932
37013189952,11.9822
38013522924,12.0336
39013859069,12.3212
40014218200,12.2938
41014557897,12.0404
42014897541,12.088
43015244227,12.2386
44015579561,12.2423
45015908187,12.0282
46016242743,12.0355
47016580180,11.9747
48016934592,12.3012
49017244939,11.9902
50017581737,12.0502
51017927848,12.0709
52018263931,12.2336
53018597380,12.1375
54018935491,12.2396
55019264889,12.0414
56019607020,12.2275
57019956529,12.0718
58020294403,12.0159
59020627250,11.9946
60020963881,12.3718
61021299355,12.0423
62021635733,12.1496
63021980064,12.0765
64022323304,12.2216
65022654937,12.0827
66022994169,12.1518
67023339794,12.1193
68023681187,12.1645
69024017755,12.1757
70024350738,12.1889
71024686480,11.9209
72025015792,12.5024
73025356437,12.0844
74025694098,12.0699
75026031961,12.0071
76026366511,12.257
77026700908,12.0847
78027039506,12.0946
79027380629,12.1004
80027715805,12.2402
81028053159,11.967
82028390116,12.1022
83028723981,12.4045
84029085001,12.3273
85029425593,12.1254
86029764535,12.0065
87030102475,12.1196
88030439419,12.1372
89030798094,12.1251
90031138501,12.1576
91031471245,12.1053
92031812099,12.2535
93032143426,12.2195
94032468205,12.0599
95032798730,12.0436
96033152198,12.2596
97033494699,12.0449
98033832853,12.0001
99034173661,12.0418
100034512565,12.2365
101034855129,12.0648
102035187544,12.1013
103035525428,12.1166
104035865998,12.2149
105036195140,12.1116
106036531105,12.0634
107036871556,12.0109
108037222266,12.2963
109037572168,12.1674
110037909247,11.9788
111038254927,11.9592
112038592994,12.2615
113038926863,12.0997
114039263076,12.0742
115039597952,12.067
116039938692,12.1759
117040272853,11.9553
118040611115,12.0608
119040944427,12.0362
120041288917,12.352
121041622403,11.8582
122041953307,12.0549
123042298029,11.9999
124042641098,12.1512
125042977021,12.0002
126043322724,12.1259
127043660488,11.9161
128044001384,12.1239
129044333592,11.9621
130044674866,12.0471
131045016332,12.0386
132045359248,12.3087
133045695765,12.0264
134046032780,11.971
135046367673,12.0009
136046704834,12.1478
137047043535,11.9642
138047389809,12.15
139047730252,12.0995
140048071435,12.112
141048405746,12.0448
142048740739,12.1544
143049089532,11.9242
144049436748,12.2281
145049778090,11.9597
146050123615,12.0441
147050462319,11.8232
148050799668,12.0246
149051147431,11.9631
150051495233,12.1467
151051839446,11.9211
152052170664,12.1016
153052506326,11.9362
154052841070,11.8905
155053186926,11.8116
156053529310,12.1282
157053873805,11.867
158054215916,11.9234
159054554151,11.8613
160054899203,12.0161
161055231687,11.9773
162055568207,12.0206
163055902857,11.9499
164056238920,12.0568
165056575078,11.9583
166056922431,11.8265
167057229164,12.1268
168057590057,12.0323
169057925383,11.981
170058267217,11.9075
171058607974,11.9658
172058952537,11.9995
173059292448,11.9362
174059615114,11.965
175059953529,11.9374
176060295929,11.9524
177060634438,11.7525
178060969132,11.8561
179061305529,11.8139
180061653648,12.013
181061995200,11.8046
182062343903,11.8242
183062681416,11.8333
184063019038,11.936
185063346961,11.8212
186063694790,12.029
187064042495,11.8192
188064384006,11.9062
189064723618,11.8325
190065068824,12.2316
191065409425,11.808
192065745527,12.0487
193066086155,11.9164
194066425977,11.8127
195066761277,11.8997
196067102097,11.9213
197067441265,11.7177
198067787071,12.0397
199068128733,11.754
200068468989,11.9783
201068798954,11.937
202069151732,11.7816
203069510565,11.889
204069846549,11.9168
205070187545,11.8237
206070532684,11.8273
207070875419,11.7645
208071216603,11.9238
209071554241,11.707
210071897350,11.9058
211072243087,11.6693
212072580920,12.0638
213072930348,11.8353
214073246943,11.8053
215073580105,11.761
216073918431,12.0372
217074261266,11.7143
218074601838,11.709
219074943578,11.7115
220075280908,12.0931
221075620705,11.7419
222075965872,12.0229
223076308585,12.0652
224076640470,11.9678
225076972832,12.0024
226077307746,11.7587
227077654049,11.7806
228077998648,12.0761
229078341498,11.7609
230078688792,11.8751
231079026555,11.8183
232079369791,12.0151
233079713723,12.0557
234080055729,11.9084
235080388858,11.9282
236080717204,11.9489
237081076897,11.725
238081418005,11.881
239081753989,11.7464
240082100646,12.037
241082444721,11.9771
242082783178,11.9431
243083128489,11.8254
244083466486,11.8497
245083798128,11.8099
246084129275,11.7897
247084471399,11.8379
248084813621,12.0012
249085151519,11.8063
250085485994,11.7834
251085825760,11.9437
252086167457,12.0892
253086509298,11.9128
254086843182,11.7968
255087173646,11.8373
256087514118,11.8834
257087856729,11.7177
258088199304,11.8677
259088542605,11.8323
260088881969,11.833
261089210765,11.7685
262089548154,11.8359
263089894385,11.8162
264090238391,12.0786
265090576641,11.8682
266090909846,11.738
267091248016,11.6561
268091586996,11.9002
269091925293,11.7207
270092267663,11.7876
271092609060,11.6793
272092952811,11.8569
273093295447,11.7446
274093631844,11.6308
275093967829,11.6909
276094302463,12.0659
277094644138,11.6136
278094985265,11.7941
279095330383,11.7004
280095669732,11.8811
281096011485,11.5856
282096351118,11.8736
283096689357,11.744
284097023739,11.8333
285097357409,11.7358
286097694663,11.6981
287098029899,11.7285
288098369122,11.9809
289098715777,11.8467
290099071066,11.7266
291099414526,11.6227
292099751286,11.913
293100093021,11.7491
294100431692,11.882
295100772183,11.704
296101118365,11.9854
297101455990,11.5788
298101788042,11.5594
299102128002,11.6252
300102476910,11.9594
301102819633,11.765
302103163938,11.6563
303103500886,11.6281
304103842547,11.7963
305104170093,11.6189
306104501314,11.6442
307104841365,11.6698
308105187573,11.7706
309105533123,11.5912
310105873181,11.7344
311106216128,11.5509
312106553386,11.9524
313106895508,11.9089
314107245623,11.6274
315107581688,11.7087
316107923163,11.7745
317108266094,11.6133
318108598661,11.637
319108936705,11.7324
320109280607,11.7008
321109619784,11.6646
322109958915,11.6605
323110296982,11.7336
324110637296,11.7835
325110978832,11.6786
326111324399,11.7012
327111667249,11.6434
328112005963,11.7198
329112337216,11.6393
330112672050,11.6476
331113005293,11.6738
332113301006,11.8527
333113574353,11.6678
334113851211,11.5801
335114128774,11.6223
336114409148,11.7139
337114697687,11.7771
338114974853,11.6093
339115255933,11.61
340115528801,11.761
341115807826,11.5831
342116086836,11.6666
343116373971,11.7646
344116654443,11.7661
345116934314,11.6793
346117209196,11.5634
347117487258,11.6681
348117769349,11.7955
349118053287,11.7336
350118341433,11.6241
351118620009,11.7286
352118902306,11.8984
353119177543,11.7026
354119448565,11.6735
355119720995,11.6849
356120006932,11.8539
357120288898,11.6462
358120564095,11.6369
359120836414,11.5652
360121122611,11.8066
361121409048,11.6588
362121690907,11.7599
363121968523,11.8102
364122240372,11.8329
365122512882,11.6367
366122792443,11.7152
367123078450,11.7051
368123359181,11.8854
